id,area,floor,max_floor,type,wall_type,rooms,region,year,price
390,51.0,3,7,Вторичка,кирпичный,1,Фрунзенский,,2700000
391,66.0,5,10,Вторичка,панельный,3,Дзержинский,2001,3300000
392,61.0,9,9,Вторичка,панельный,3,Дзержинский,1983,2450000
393,62.0,18,19,Вторичка,кирпичный,2,Фрунзенский,,2880000
394,70.0,2,5,Вторичка,кирпичный,2,Фрунзенский,2007,4800000
395,34.1,7,9,Новостройки,кирпичный,1,Заволжский,,1600350
396,202.0,4,7,Вторичка,кирпичный,5,Кировский,2003,19800000
397,46.0,2,3,Вторичка,кирпичный,1,Заволжский,2019,2600000
398,50.5,7,7,Вторичка,кирпичный,1,Фрунзенский,,2725000
399,50.5,7,7,Вторичка,кирпичный,1,Фрунзенский,,2725000
400,44.0,5,14,Новостройки,кирпичный,1,Фрунзенский,,1995000
401,99.0,3,9,Вторичка,монолитный,3,Ленинский,2017,8140000
402,54.0,17,17,Вторичка,кирпичный,1,Дзержинский,,2050000
403,36.8,9,9,Новостройки,кирпичный,1,Заволжский,,1709340
404,75.0,8,10,Вторичка,панельный,3,Заволжский,1993,3800000
405,60.0,3,9,Вторичка,кирпичный,3,Дзержинский,,2399000
406,35.3,3,3,Новостройки,кирпичный,1,Заволжский,,1700000
407,61.5,9,9,Вторичка,панельный,3,Заволжский,,2800000
408,65.0,2,3,Вторичка,кирпичный,2,Заволжский,,3600000
409,62.0,2,5,Вторичка,кирпичный,3,Фрунзенский,1970,2300000
410,46.0,2,14,Новостройки,панельный,1,Фрунзенский,2018,1620000
411,109.8,2,14,Вторичка,кирпичный,3,Фрунзенский,,6020000
412,35.0,2,3,Вторичка,кирпичный,1,Заволжский,,1407000
413,38.7,9,9,Вторичка,панельный,1,Заволжский,,1500000
414,37.0,2,3,Новостройки,кирпичный,1,Красноперекопский,,1434500
415,97.1,3,3,Вторичка,кирпичный,3,Фрунзенский,,4974600
416,63.0,10,10,Новостройки,кирпичный,2,Фрунзенский,,3000000
417,37.7,7,9,Вторичка,панельный,1,Фрунзенский,1988,1690000
418,,2,5,Вторичка,панельный,1,Фрунзенский,,1400000
419,78.3,3,3,Вторичка,кирпичный,3,Ленинский,,3800000
420,70.0,4,8,Вторичка,кирпичный,2,Красноперекопский,,6500000
421,41.5,3,5,Вторичка,кирпичный,2,Фрунзенский,1966,1800000
422,44.7,4,9,Новостройки,кирпичный,1,Фрунзенский,,1875300
423,45.0,1,12,Вторичка,кирпичный,2,Фрунзенский,1983,2100000
424,39.0,2,9,Вторичка,панельный,1,Заволжский,1987,2150000
425,72.2,7,8,Вторичка,кирпичный,2,Красноперекопский,2012,5500000
426,70.1,4,9,Новостройки,кирпичный,2,Фрунзенский,,2521800
427,62.6,1,4,Новостройки,кирпичный,2,Кировский,,2565000
428,75.7,9,10,Вторичка,кирпичный,3,Фрунзенский,,4299000
429,74.3,1,4,Вторичка,кирпичный,3,Ленинский,,5000000
430,51.0,16,18,Вторичка,кирпичный,2,Дзержинский,,2970000
431,69.0,23,25,Новостройки,монолитный,2,Красноперекопский,,4246380
432,63.0,3,5,Вторичка,панельный,3,Дзержинский,,3000000
433,59.8,10,10,Новостройки,монолитный,2,Дзержинский,2016,2500000
434,79.5,3,14,Вторичка,панельный,3,Фрунзенский,2018,2899000
435,97.1,1,3,Вторичка,кирпичный,3,Фрунзенский,,4683300
436,34.0,5,5,Вторичка,кирпичный,1,Фрунзенский,1983,1450000
437,39.1,8,9,Вторичка,панельный,1,Фрунзенский,2013,1960000
438,81.0,3,6,Вторичка,кирпичный,3,Фрунзенский,2016,4100000
439,82.0,5,5,Вторичка,кирпичный,3,Заволжский,2008,3650000
440,57.0,2,5,Вторичка,блочный,3,Дзержинский,,1980000
441,46.2,6,6,Новостройки,кирпичный,1,Заволжский,,2148750
442,46.1,4,8,Новостройки,кирпичный,1,Кировский,,3799000
443,62.0,5,5,Вторичка,кирпичный,2,Заволжский,,3800000
444,43.8,4,9,Новостройки,кирпичный,1,Заволжский,,2037165
445,45.0,4,5,Вторичка,кирпичный,2,Фрунзенский,,1950000
446,94.0,18,18,Новостройки,кирпичный,3,Ленинский,,5000000
447,32.5,1,9,Вторичка,кирпичный,1,Кировский,,1899000
448,44.0,6,9,Вторичка,кирпичный,1,Кировский,,3000000
449,44.8,7,9,Новостройки,кирпичный,1,Фрунзенский,,1881600
450,60.0,5,5,Вторичка,кирпичный,3,Заволжский,1975,2100000
451,59.0,3,16,Новостройки,монолитный,2,Дзержинский,2018,2684600
452,41.6,9,14,Новостройки,панельный,1,Фрунзенский,2016,1590000
453,69.0,5,9,Вторичка,монолитный,2,Фрунзенский,2016,3400000
454,66.0,1,9,Вторичка,кирпичный,3,Дзержинский,,2600000
455,36.8,3,4,Вторичка,кирпичный,1,Фрунзенский,,2099000
456,75.4,4,9,Новостройки,кирпичный,2,Фрунзенский,,2789800
457,31.0,5,5,Вторичка,панельный,1,Кировский,1969,1750000
458,300.0,2,5,Вторичка,кирпичный,7,Ленинский,,20000000
459,43.4,8,9,Вторичка,кирпичный,2,Красноперекопский,,2300000
460,41.5,4,4,Вторичка,кирпичный,2,Кировский,1959,3850000
461,130.0,8,8,Новостройки,кирпичный,4,Кировский,,14000000
462,78.4,1,3,Вторичка,кирпичный,4,Красноперекопский,,4450000
463,41.0,4,4,Вторичка,кирпичный,1,Заволжский,2015,1900000
464,67.4,2,5,Вторичка,кирпичный,2,Дзержинский,2011,3300000
465,49.0,2,9,Вторичка,кирпичный,2,Заволжский,,2600000
466,69.2,1,2,Вторичка,кирпичный,3,Ленинский,,2490000
467,33.3,7,10,Вторичка,панельный,1,Заволжский,,1850000
468,65.0,2,17,Вторичка,монолитный,2,Фрунзенский,,3222000
469,56.0,16,17,Вторичка,кирпичный,2,Фрунзенский,,3170000
470,33.0,5,5,Вторичка,кирпичный,1,Красноперекопский,1961,1650000
471,41.6,10,14,Вторичка,панельный,1,Фрунзенский,2018,1619000
472,88.6,2,5,Вторичка,кирпичный,3,Фрунзенский,2002,4500000
473,40.0,2,17,Вторичка,кирпичный,1,Фрунзенский,,1850000
474,47.9,2,5,Вторичка,кирпичный,2,Фрунзенский,1970,2680000
475,42.0,17,17,Новостройки,монолитный,1,Заволжский,,1750000
476,97.0,2,3,Вторичка,монолитный,3,Фрунзенский,,3120000
477,70.0,1,9,Вторичка,кирпичный,2,Фрунзенский,2016,3190000
478,62.0,5,5,Вторичка,кирпичный,3,Ленинский,,3890000
479,35.0,6,9,Вторичка,кирпичный,1,Фрунзенский,,1890000
480,40.0,5,12,Новостройки,монолитный,1,Заволжский,,2050860
481,46.0,7,9,Вторичка,кирпичный,2,Заволжский,,2000000
482,34.0,7,9,Вторичка,кирпичный,1,Фрунзенский,,1730000
483,33.0,4,5,Вторичка,кирпичный,1,Красноперекопский,,1620000
484,63.6,3,3,Новостройки,кирпичный,2,Заволжский,,2742490
485,30.0,1,10,Вторичка,панельный,1,Заволжский,,1420000
486,63.5,4,9,Вторичка,панельный,3,Заволжский,1989,2750000
487,44.3,1,5,Вторичка,панельный,2,Дзержинский,1969,1350000
488,43.2,7,9,Вторичка,панельный,2,Заволжский,1985,2180000
489,41.6,5,8,Вторичка,кирпичный,1,Ленинский,,2900000
490,47.2,1,5,Вторичка,кирпичный,1,Заволжский,,2200000
491,54.6,9,9,Вторичка,панельный,2,Заволжский,1989,2980000
492,37.0,4,8,Новостройки,кирпичный,1,Красноперекопский,1953,1664100
493,83.5,1,10,Вторичка,панельный,3,Фрунзенский,2011,4300000
494,72.0,8,17,Вторичка,кирпичный,2,Заволжский,,3490000
495,45.0,8,9,Новостройки,кирпичный,1,Заволжский,,1500000
496,42.0,5,9,Вторичка,кирпичный,1,Красноперекопский,,2400000
497,52.0,4,4,Вторичка,кирпичный,2,Ленинский,1929,2900000
498,45.0,4,5,Вторичка,кирпичный,2,Кировский,,2700000
499,78.2,1,3,Вторичка,кирпичный,3,Кировский,1917,5400000
500,30.0,3,5,Вторичка,кирпичный,1,Дзержинский,1963,1170000
501,39.5,10,10,Вторичка,панельный,1,Фрунзенский,2006,2050000
502,33.0,4,4,Вторичка,кирпичный,1,Ленинский,1961,1670000
503,58.5,1,9,Вторичка,кирпичный,3,Дзержинский,,2030000
504,77.0,4,4,Новостройки,кирпичный,3,Заволжский,,3800000
505,44.0,4,5,Вторичка,панельный,2,Дзержинский,,1600000
506,100.6,7,9,Вторичка,кирпичный,4,Дзержинский,2011,6500000
507,90.8,5,7,Вторичка,кирпичный,3,Фрунзенский,,5100000
508,88.9,2,8,Новостройки,кирпичный,3,Заволжский,,3450000
509,69.3,3,8,Новостройки,кирпичный,2,Заволжский,,2700000
510,60.0,1,9,Вторичка,блочный,3,Дзержинский,,2600000
511,31.0,5,5,Вторичка,панельный,1,Дзержинский,,1350000
512,,3,9,Вторичка,кирпичный,1,Дзержинский,,1790000
